edad,GENERO,ESTRATO,NOMBRE_PROGRAMA,NOMBRE_FACULTAD,tipo_desercion
18,M,3,LICENCIATURA EN EDUCACIN FISICA RECREACIN Y DEPORTE,CIENCIAS DE LA EDUCACION,C
18,F,3,LICENCIATURA EN EDUCACIN FISICA RECREACIN Y DEPORTE,CIENCIAS DE LA EDUCACION,B
26,M,2,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,E
24,M,2,LICENCIATURA EN CIENCIAS SOCIALES,CIENCIAS DE LA EDUCACION,E
24,F,2,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,CIENCIAS DE LA EDUCACION,D
20,F,1,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,CIENCIAS DE LA EDUCACION,B
20,F,2,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,CIENCIAS DE LA EDUCACION,E
20,M,2,LICENCIATURA EN MUSICA,CIENCIAS DE LA EDUCACION,C
19,M,2,LICENCIATURA EN MUSICA,CIENCIAS DE LA EDUCACION,C
21,M,3,LICENCIATURA EN MUSICA,CIENCIAS DE LA EDUCACION,E
22,F,2,LICENCIATURA EN MUSICA,CIENCIAS DE LA EDUCACION,A
20,M,2,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,B
21,F,1,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,C
21,M,1,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,B
22,M,2,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,C
21,F,2,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,C
19,F,2,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,C
18,M,1,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,B
21,M,4,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,C
23,F,2,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,E
26,M,3,LICENCIATURA EN FILOSOFIA,CIENCIAS DE LA EDUCACION,C
25,F,2,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,CIENCIAS DE LA EDUCACION,E
23,M,2,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,CIENCIAS DE LA EDUCACION,E
23,F,1,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,CIENCIAS DE LA EDUCACION,D
18,M,2,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,CIENCIAS DE LA EDUCACION,C
25,F,2,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,CIENCIAS DE LA EDUCACION,E
26,M,2,LICENCIATURA EN EDUCACIN INFANTIL,CIENCIAS DE LA EDUCACION,D
21,F,1,LICENCIATURA EN EDUCACIN INFANTIL,CIENCIAS DE LA EDUCACION,C
23,F,2,"LICENCIATURA EN LENGUAS MODERNAS, CON ENFASIS EN INGLES",CIENCIAS DE LA EDUCACION,B
18,M,2,"LICENCIATURA EN LENGUAS MODERNAS, CON ENFASIS EN INGLES",CIENCIAS DE LA EDUCACION,B
19,M,2,"LICENCIATURA EN LENGUAS MODERNAS, CON ENFASIS EN INGLES",CIENCIAS DE LA EDUCACION,B
20,F,1,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,D
20,F,2,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,CIENCIAS DE LA EDUCACION,E
20,M,2,LICENCIATURA EN INFORMATICA,CIENCIAS DE LA EDUCACION,B
23,M,2,LICENCIATURA EN INFORMATICA,CIENCIAS DE LA EDUCACION,D
19,M,1,LICENCIATURA EN INFORMATICA,CIENCIAS DE LA EDUCACION,C
22,F,1,ARTES PLASTICAS Y VISUALES,CIENCIAS DE LA EDUCACION,B
25,F,,MAESTRA EN AMBIENTES EDUCATIVOS MEDIADOS POR TIC,CIENCIAS DE LA EDUCACION,B
38,F,,MAESTRA EN LINGSTICA,CIENCIAS DE LA EDUCACION,B
25,F,,MAESTRA EN LITERATURA,CIENCIAS DE LA EDUCACION,A
33,F,1,"LICENCIATURA EN EDUCACIN BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",CIENCIAS DE LA EDUCACION,E
22,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
26,M,1,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,E
22,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,D
19,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
20,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
22,M,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,E
25,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,D
22,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
30,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,E
20,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
22,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,D
28,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,B
25,F,2,LICENCIATURA EN EDUCACIN BASICA PRIMARIA,CIENCIAS DE LA EDUCACION,C
23,F,3,PSICOLOGIA,CIENCIAS DE LA SALUD,D
25,M,3,PSICOLOGIA,CIENCIAS DE LA SALUD,D
23,F,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
26,M,3,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
21,M,4,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
26,M,3,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
26,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
28,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
23,M,1,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
25,M,2,ECONOMIA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
22,M,2,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
23,M,2,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,D
19,M,2,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
35,M,3,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
17,M,2,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
26,F,1,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
28,F,2,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
32,M,1,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
33,F,1,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
22,M,2,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
29,M,2,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
24,M,3,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
27,M,2,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
34,F,3,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
21,F,1,ADMINISTRACIN DE EMPRESAS,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
24,M,3,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,B
24,M,2,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,E
22,M,1,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
20,M,3,CONTADURIA PUBLICA,CIENCIAS ECONOMICAS Y ADMINISTRATIVAS,C
22,M,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,C
19,M,2,DERECHO,DERECHO Y CIENCIAS  SOCIALES,B
17,M,1,DERECHO,DERECHO Y CIENCIAS  SOCIALES,C
26,F,1,DERECHO,DERECHO Y CIENCIAS  SOCIALES,E
40,F,,ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS,ESTUDIOS A DISTANCIA,A
28,M,,ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA,ESTUDIOS A DISTANCIA,B
29,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,D
32,M,3,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
20,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
24,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
24,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
18,F,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
20,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
24,M,3,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,D
23,F,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
23,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
21,M,3,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
27,F,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
20,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
40,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
30,F,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
19,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
48,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
20,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
20,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
21,F,3,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,B
23,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
39,M,2,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,E
26,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
23,F,3,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,E
28,F,1,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,E
24,F,3,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,C
27,F,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,D
22,M,2,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,B
29,F,1,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,E
23,F,3,TECNOLOGIA EN REGENCIA DE FARMACIA,ESTUDIOS A DISTANCIA,E
33,M,1,TECNOLOGIA EN OBRAS CIVILES,ESTUDIOS A DISTANCIA,C
35,M,1,TECNOLOGIA EN ELECTRICIDAD,ESTUDIOS A DISTANCIA,E
30,M,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
33,M,1,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
22,M,3,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
22,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
20,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
23,F,1,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
40,F,1,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,E
21,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
24,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
20,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
19,M,2,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
28,M,3,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,C
20,M,1,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,C
19,M,2,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
30,M,1,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
21,M,2,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,C
17,M,2,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
25,M,3,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,D
28,M,2,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,E
40,M,1,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,E
19,M,2,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,C
20,M,2,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
22,M,2,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
18,F,2,TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,ESTUDIOS A DISTANCIA,C
20,M,2,TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,ESTUDIOS A DISTANCIA,C
19,M,2,TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,ESTUDIOS A DISTANCIA,B
17,M,1,TECNICA PROFESIONAL EN INSTALACION Y MANTENIMIENTO DE REDES Y COMPUTADORES,ESTUDIOS A DISTANCIA,C
26,M,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
34,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
25,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,D
26,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
34,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,D
21,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
23,F,1,TECNOLOGIA EN GESTIN ADMINISTRATIVA DE SERVICIOS DE SALUD,ESTUDIOS A DISTANCIA,E
19,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
49,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
25,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
19,F,,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
18,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
18,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
18,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
19,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
19,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
23,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
34,F,3,TECNOLOGIA EN GESTIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,E
25,M,1,TECNOLOGIA EN GESTIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,E
25,F,2,ADMINISTRACIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,E
28,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
23,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,B
28,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
40,F,1,TECNOLOGIA EN GESTIN ADMINISTRATIVA DE SERVICIOS DE SALUD,ESTUDIOS A DISTANCIA,D
24,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
21,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
27,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
38,M,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
23,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
29,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,D
24,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
32,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
30,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,E
35,F,1,TECNOLOGIA EN GESTIN ADMINISTRATIVA DE SERVICIOS DE SALUD,ESTUDIOS A DISTANCIA,D
24,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,E
20,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
37,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,E
20,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
21,M,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
28,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
43,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
18,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
25,F,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,D
27,M,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
31,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
21,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
32,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
22,F,3,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
22,M,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
36,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,E
26,F,1,TECNOLOGIA EN GESTIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
38,F,2,TECNOLOGIA EN GESTIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,E
22,F,1,TECNOLOGIA EN GESTIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
28,F,2,TECNOLOGIA EN GESTIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,E
25,F,1,TECNOLOGIA EN GESTIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
37,F,2,TECNOLOGIA EN GESTIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,D
33,F,2,ADMINISTRACIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,E
35,M,1,ADMINISTRACIN COMERCIAL Y FINANCIERA,ESTUDIOS A DISTANCIA,B
23,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
22,F,3,TECNOLOGIA EN GESTIN ADMINISTRATIVA DE SERVICIOS DE SALUD,ESTUDIOS A DISTANCIA,E
32,F,2,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,D
24,M,1,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,B
31,M,1,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,E
42,M,2,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,E
29,M,1,TECNOLOGIA EN ELECTRICIDAD INDUSTRIAL,ESTUDIOS A DISTANCIA,B
21,M,2,TECNOLOGIA DE PROGRAMACIN DE SISTEMAS INFORMATICOS,ESTUDIOS A DISTANCIA,B
36,F,2,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,B
35,F,1,TECNICA PROFESIONAL EN PROCESOS COMERCIALES Y FINANCIEROS,ESTUDIOS A DISTANCIA,C
28,F,1,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
23,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,D
22,F,2,TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS DE SALUD,ESTUDIOS A DISTANCIA,C
25,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,C
21,M,1,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,B
24,F,2,TECNICA PROFESIONAL EN PROCESOS AGROINDUSTRIALES,ESTUDIOS A DISTANCIA,D
22,M,2,INGENIERA CIVIL,INGENIERIA,B
23,M,2,INGENIERA CIVIL,INGENIERIA,E
21,M,2,INGENIERA CIVIL,INGENIERIA,C
25,M,1,INGENIERA METALURGICA,INGENIERIA,E
25,M,2,INGENIERA METALURGICA,INGENIERIA,E
24,M,2,INGENIERA METALURGICA,INGENIERIA,B
18,M,2,INGENIERA METALURGICA,INGENIERIA,C
20,M,2,INGENIERA METALURGICA,INGENIERIA,C
18,M,2,INGENIERA METALURGICA,INGENIERIA,C
18,M,1,INGENIERA METALURGICA,INGENIERIA,C
21,M,1,INGENIERA METALURGICA,INGENIERIA,B
24,M,2,INGENIERA METALURGICA,INGENIERIA,D
27,M,1,INGENIERA DE TRANSPORTE Y VIAS,INGENIERIA,E
32,F,2,INGENIERA DE TRANSPORTE Y VIAS,INGENIERIA,E
19,F,3,INGENIERA DE TRANSPORTE Y VIAS,INGENIERIA,C
25,M,1,INGENIERA DE TRANSPORTE Y VIAS,INGENIERIA,C
21,M,3,INGENIERA DE TRANSPORTE Y VIAS,INGENIERIA,E
19,F,3,INGENIERA DE TRANSPORTE Y VIAS,INGENIERIA,D
18,F,2,INGENIERA DE TRANSPORTE Y VIAS,INGENIERIA,C
32,F,,INGENIERA DE TRANSPORTE Y VIAS,INGENIERIA,E
24,M,2,INGENIERA DE TRANSPORTE Y VIAS,INGENIERIA,E
21,M,3,INGENIERA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
18,M,3,INGENIERA DE SISTEMAS Y COMPUTACION,INGENIERIA,C
31,M,2,INGENIERA DE SISTEMAS Y COMPUTACION,INGENIERIA,E
18,M,2,INGENIERA DE SISTEMAS Y COMPUTACION,INGENIERIA,B
19,M,2,INGENIERA DE SISTEMAS Y COMPUTACION,INGENIERIA,E
23,M,2,INGENIERA DE SISTEMAS Y COMPUTACION,INGENIERIA,D
21,M,3,INGENIERA DE SISTEMAS Y COMPUTACION,INGENIERIA,B
22,M,2,INGENIERA DE SISTEMAS Y COMPUTACION,INGENIERIA,D
25,M,2,INGENIERA DE SISTEMAS Y COMPUTACION,INGENIERIA,E
26,M,2,INGENIERA AMBIENTAL,INGENIERIA,E
21,M,1,INGENIERA AMBIENTAL,INGENIERIA,C
19,F,2,INGENIERA AMBIENTAL,INGENIERIA,C
19,M,1,INGENIERA AMBIENTAL,INGENIERIA,B
24,M,2,INGENIERA ELECTRONICA,INGENIERIA,D
22,M,1,INGENIERA ELECTRONICA,INGENIERIA,B
22,M,2,INGENIERA ELECTRONICA,INGENIERIA,B
24,M,3,INGENIERA ELECTRONICA,INGENIERIA,D
